Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
Brand New Premium 5bedroom Fully Detached House,Detached House,"6 bedroom House for sale Close To Godab Estate Life Camp Abuja selling for ₦500,000,000.",500000000,6,6,7,Close To Godab Estate Life Camp Abuja,Camp,Abuja,Nigeria,"[""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-KG0JWq8Vi3zOviko8Oqb.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-a52aR3Dq2ZqMAasHUzNR.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-JBYYZhJoPqc5wfgz0cMv.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-Vby03IMTxB6aqzzHXKZT.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-JXiQfE77pjE2thS98uTS.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-y3rKv9Gd2tbDqz0eOUpE.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-3clAGMeBOu6HtsfEuW4r.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-fXJN52fUeTflQrnxmPND.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-aJgrdYwz5R0Fd7snfexI.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-xSEkiTZ3U6jvRR8BlfsT.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-uSp8Z3LFZ5hJzoU6kXom.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-3US0sWXGNKKeosCh6lk4.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-J3TInxOWi0bzAUZnd0LJ.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-xgBwEj5oswrAxkmAZppc.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-CnRP6SUvYalF914w34GX.jpeg"", ""https://images.propertypro.ng/large/brand-new-premium-5bedroom-fully-detached-house-CtZhTbZmSC41yPMAXIQd.jpeg""]",Fully Furnished,"[""Street Lights"", ""24 Hours Security"", ""Front Desk Service"", ""Big Compound"", ""Gym"", ""24 hours Electricity"", ""Drainage System"", ""Parking Space"", ""Elevator"", ""Printing Service"", ""POP Ceiling"", ""C of O"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/6-bedroom-house-for-sale-close-to-godab-estate-life-camp-abuja-1PBAL
Brand New Semidetached 4 Bedroom Duplex,Duplex,"4 bedroom House for sale Urban Shelter Estate Closet To Saraha 4 Lokogoma Abuja selling for ₦150,000,000.",150000000,4,4,5,Urban Shelter Estate Closet To Saraha 4 Lokogoma Abuja,Lokogoma,Abuja,Nigeria,"[""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-CO6A5ojVjGPYgHfRmwhG.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-cRsJMn5wTiYtZzPoSM97.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-mH0j9Fx7OhRS5wRWTdqX.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-jKsF7HU4APCOeDWef25p.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-ZHiPpUFXb2rrPZQZCekh.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-YA43JDU7PP0slMM9jVoR.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-7kAeeEjvSwfT7MGYgdy8.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-ht25cb3Mv2UCbI03sQ25.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-X0jL4JXBpPKDPvoEKa7G.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-RkPNc9LWnzh3tZvaOsxa.jpeg"", ""https://images.propertypro.ng/large/brand-new-semidetached-4-bedroom-duplex-pA6SU8hucwqjDaFX6Mfy.jpeg""]",Fully Furnished,"[""All Room Ensuit"", ""Drainage System""]",https://propertypro.ng/property/4-bedroom-house-for-sale-urban-shelter-estate-closet-to-saraha-4-lokogoma-abuja-6PBBH
Newly Built 5 Bedroom Detached Duplex,Detached Duplex,"5 bedroom House for sale Ado Road Ajah Lagos selling for ₦250,000,000.",250000000,5,5,6,Ado Road Ajah Lagos,Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-MWOx3JmZOQdurMBmv2es.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-Z3gP9yHEBB3qrvByqxNQ.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-QHJ06OQ2godfBXmO8QaV.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-k2lrGrrzPkdRbmYViguM.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-vTOYM9vP2AGKC2Yl1vt0.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-jGtt6svvK0jxyF0K2oTT.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-1Ohk6yJxgx2c4tupFKFB.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-MQYihQIBJsm747rZPaag.jpg"", ""https://images.propertypro.ng/large/new-5-bedroom-detached-with-pool-for-sale-mip1VllBS0qGXT2SUzJD.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-ado-road-ajah-lagos-6NXCN
A Contemporary 3 Bed Terrace Duplex,Terrace Duplex,"3 bedroom House for sale Lekki Phase 1 Lekki Lagos selling for ₦600,000,000.",600000000,3,3,4,Lekki Phase 1 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-3NsYPNUpJLV1tBkMb1Z5.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-6TXMyVG0F81Of3cwaTnE.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-RpCJCVYOpVW6vUaChgB9.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-oPvpIejCcXmvkEkKYywd.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-hmJqm9Nf7WwfEHQf0RH4.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-fzE8yZHGTQCoTIk02hTP.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-JUoI8VJwFaZg86P5ihNx.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-cmYxbbeBeeZ1YeEYUVlw.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-TMWqp6VVwDwH8t4reUwO.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-gZ3Eu6sgjhSEpqIkTRJg.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-bypj2S1jskHglH0cdHxj.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-MnmnxA59JlnMfVhtczc7.jpeg"", ""https://images.propertypro.ng/large/a-contemporary-3-bed-terrace-duplex-K7iSF4Fjj1HuEeTMknba.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7PCDF
Luxury 5 Bedroom Terrace House With Bq,Other,"5 bedroom House for sale Parkview Ikoyi Lagos Parkview Estate Ikoyi Lagos selling for ₦1,400,000,000.",1400000000,5,5,6,Parkview Ikoyi Lagos Parkview Estate Ikoyi Lagos,Ikoyi,Lagos,Nigeria,"[""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-8QVBf45Y746fticDloww.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-Hiy39gbyQsL4JbpkZgd5.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-obfCrfdLMGhEQLr2Rvwt.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-niQLSYQrsNFgNLoabk9H.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-m73zYldRKaKwrL6iNc3s.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-oyCIWhlfsr9CE5XD4y3P.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-z9VLQ1rzsNj4p8jSJqHe.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-iC7Sm0EDmr2GVgDJOPOu.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-U8JtoiEHVLe3LbFM9a9U.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-B2v27BTA5FWojsh6Bn0m.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-k9XshT3AjyZ6P73TkdVT.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-BiCPoCeLkZNGQELGKKfn.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-1wJK4NYP76HeSwpyGVFu.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-PyjhIFIJVXo2jpFQhKz1.jpeg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-terrace-house-with-bq-w9nuLHN4BaC2L60dpaav.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-parkview-ikoyi-lagos-parkview-estate-ikoyi-lagos-3PBUR
4bed Massionette+bq..,Other,"4 bedroom House for sale Banana Island Road, Ikoyi Lagos selling for ₦1,600,000,000.",1600000000,4,5,5,"Banana Island Road, Ikoyi Lagos",Ikoyi,Lagos,Nigeria,"[""https://images.propertypro.ng/large/4bed-massionettebq-fo1rwWD4lxUvHIwFcEK3.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-076dcKKpc6KGMPUplWQr.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-ECowCuVFQj0frvGJnXPP.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-aDrbGkktmSTtRjfZP0JF.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-5I4BwfxrM4AniUVVu1Fv.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-lgiyBgf4PM6oKECCalUh.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-704faNowlcuv2b7ft5v2.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-lhFi8tYQNhtKxey2GGMi.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-ffoX0gEGiqaz5YpZ9dvC.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-gLoNtOrlxDH1tD21OBxA.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-OsidDRZd7yJzppsLQU04.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-hyFK9aUUSbwLBmCGunbA.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-lyNdhMibkX0t2gZidVRK.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-eFrjMyfqr0xpd1xdexum.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-JWucvRv52nYAdim2l2kd.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-MYXrDbc5kf3AVageTdaq.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-5jIQc3ItchRDqKELrPJo.jpg"", ""https://images.propertypro.ng/large/4bed-massionettebq-Yjp9zc7v2Rr1nspVsVfw.jpg""]",Fully Furnished,"[""Street Lights"", ""Swimming Pool"", ""Big Compound"", ""24 Hours Security"", ""Governor's Consent"", ""24 hours Electricity"", ""All Room Ensuit"", ""Jacuzzi"", ""CCTV Cameras"", ""Drainage System"", ""Parking Space"", ""Water Treatment"", ""Elevator"", ""POP Ceiling"", ""Security"", ""Security doors"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-banana-island-road-ikoyi-lagos-9NZZG
4 Bedroom Semi Detached Duplex,Detached Duplex,"4 bedroom House for sale Lekki Palm City Estate Ajah Lagos selling for ₦155,000,000.",155000000,4,4,5,Lekki Palm City Estate Ajah Lagos,Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-e11O5Dk0ZImDkZxId0sP.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-Tz0R0ov7tPyOm7RmcpxI.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-gc3sm97zFe4yMvdRq9Ij.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-K18lgpFyjYDaK8JzSAsI.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-KdJ2lfV2etHvBqpJTG1k.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-rZplBXjqf5WwjmOTrC3S.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-zZfKt8lOpWpyGM1JN2WE.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-zdgcgaRupmkUV4dHOTCB.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-39ibTuudJAPXIEuwJAfG.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-dhT8dwpMnC8KrFSrJ8Ny.jpg"", ""https://images.propertypro.ng/large/4-bedroom-semi-detached-duplex-WfgksVatwMIFGhGPKkVs.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-palm-city-estate-ajah-lagos-6NYAL
4 Bedroom Terraced Home With Swimming Pool,Other,"4 bedroom House for sale Ikate Lekki Lagos selling for ₦350,000,000.",350000000,4,4,5,Ikate Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-v9k5vANPrfxF9MDMLdaP.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-GriQEkxzGzBEJJZ1xZyV.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-EnnhnFmQbybjosrDBeyZ.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-RgTaR6r3cFpOSnyHeObb.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-BeJojOosUnwPlZZaxm3P.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-FLQXJxlBLizGQu6dshg4.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-soNzMpvr9Nh4Nl0lufal.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-5gf6udCuJqSOVrHZWs6O.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-t9XtXb4FrRhvMmfq1Q1K.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-pAQDLZ9sF0xKByOnKhkh.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-wLu7kbeewOYiQQHeWNof.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-JQuEuLWSly1I0QRtq7Gh.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-9qbF3aKBPrYgg7pYbjP3.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-0mp0Ju3pICIXnSL5tVr1.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-5Onou0WVnCNxBQyJXVMc.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-JHw6cmakLXaaNhRSNCYq.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-W70xoUjIYcBRwBWHjzuU.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-VMjioHwOZ4mvVrEeGqTZ.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-BGwpBIGrD7toIG6OHkPI.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-2zoPexdByi2Oaj02gQiR.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-HqoiFZpdY8P1fsUjAPRd.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-JccK4IAS5Yl3GBC8658o.jpg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-home-with-swimming-pool-tQFsTIGn75W6oPz6jYVr.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-7PAJS
Newly Built 2 Bedroom Apartment,Apartment,"2 bedroom House for sale Ikate Lekki Lagos selling for ₦220,000,000.",220000000,2,2,3,Ikate Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/new-two-bedroom-apartment-gSdShkfgRcKR5C1J0KBZ.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-aRt2QupPVN8GTrpsVEYP.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-EORWJoe4uJKQSPN6FUWE.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-ROhp1PTzWFYJKf4JxjqK.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-s7vaZ9BDx44jwtUyoGDf.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-N2sAHKbeJY5KnDVf7Sbo.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-tpQSf1jJH9DRtBcjhPnb.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-IfivngMlAltpiANNTAu3.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-CIUrgZzxzCcx4DOblGxA.jpg"", ""https://images.propertypro.ng/large/new-two-bedroom-apartment-lxngxMS1qBKT9onbmUby.jpg""]",Fully Furnished,[],https://propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-4PAEB
Four Bedroom Terrace Duplex,Terrace Duplex,"4 bedroom House for sale Lekki Phase 1 Lekki Lagos selling for ₦550,000,000.",550000000,4,4,5,Lekki Phase 1 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-lmbhzRFMiOrTKyKd9eDh.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-NWwiED23HM2QP5vE24tZ.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-HZpwfpb9OL2NSf0hdib8.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-7uWBDyksnaDdhKjCoRTt.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-cEYZa8tKRLejVX20CNdl.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-sZsde25Dv57PjUeS2XD9.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-qbI3l0dtZXKbxJW1ABps.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-85AFGC2baY3NuPy1CyUs.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-ElmWF4hh0l2UvKnEss9g.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-baPWOnieIN4IxsxhEIu4.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-Geqtbx9OOrlX3r1f6BDY.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-qamlVpdi34g7z7zNoKJi.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-JQyzdrCsIixUsMppgznf.jpg"", ""https://images.propertypro.ng/large/four-bedroom-terrace-duplex-APxEci5ib0mVEM2HnyNH.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0PAJP
Newly Built Three Bedroom Apartment,Apartment,"3 bedroom House for sale Victoria Island Lagos selling for ₦750,000,000.",750000000,3,3,4,Victoria Island Lagos,Island,Lagos,Nigeria,"[""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-lXCNt9yROZyKVzEg4LX8.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-JFYl28TiSBTkBgOslHPK.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-BEjjJk6oFTNvGnfA63tC.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-GwJvA0hDDeLE9KrfIdL5.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-DcPSq2HEe3cKcv7YXmT0.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-Gws0nHMKyDJ2rYdv8UDW.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-3rGelzPxYvteGDHlDJDq.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-CX5ADB0Ukxp0Yf6FPiEo.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-VqFnLuq75UufNaajrixI.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-jCgHW3CzUG6STOYXIyRG.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-rPoBbRAkNv6tCRISD0W6.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-6xfYVVaJxkLqriHG0M6u.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-jFOSw5lMJFhgzkOLWHbX.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-FTRWW8RPXoDAzcH8UyKv.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-Ocrq5AUADpTomvQkWrlY.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-W5CXA3IwfCHGasLJUxcK.jpg"", ""https://images.propertypro.ng/large/newly-built-three-bedroom-apartment-NVrDiiOGg9yS3IzhZRpZ.jpg""]",Fully Furnished,[],https://propertypro.ng/property/3-bedroom-house-for-sale-victoria-island-lagos-1PAKX
Brand 4 Bed Terrace Duplex,Terrace Duplex,"4 bedroom House for sale Ajah Lagos selling for ₦100,000,000.",100000000,4,4,5,Ajah Lagos,Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-fpXzMbUh3Z7vuvau2Zae.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-ECKKGzsIfDbhvbz9dKvc.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-VOl8Su0iID3lw7JrCgB9.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-nq1bO6ZYskgnuvQ7XcDA.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-UQkeOIasSFPAsX8XK6er.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-AXMePcmOTV0J9D5XDnwE.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-AMN4jfuBrAeWuidM8t24.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-vt1SbWk28RxY1UkcU5ae.jpg"", ""https://images.propertypro.ng/large/brand-4-bed-terrace-duplex-KU3egtkRzO1g1Vx0K4b4.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-0PBHD
4 Bedroom Terraced Duplex,Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦150,000,000.",150000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terraced-duplex-lhljk3hCelEQvlWbIDBt.jpg""]",Fully Furnished,"[""Children Play Ground"", ""Big Compound"", ""24 Hours Security"", ""Parking Space""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-2NQKB
5 Bedroom Semi Detached Duplex + Bq,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-ZauGjNi2iDB8yMp0hg91.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-A5mjpzh0r8S7qkMxZ9gX.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-Tqjkm20lzpWZAVA14Vpe.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-mOz4PgsIuAMoLZSizzs8.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-0D8ym4ghcGYunZcg7AIg.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-3BcpBi6SPv9DYJpBUXnp.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-WfngSg7eHj7x4ioBwjN3.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-WwOZZEskQEWusLZdrX18.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-0NWAT
4 Bedroom Duplex,Duplex,"4 bedroom House for sale Carlton Gate Estate Akobo Ibadan Oyo selling for ₦270,000,000.",270000000,4,0,0,Carlton Gate Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-duplex-GXG6ARREC2ZVWJroOMwv.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-ef1xhAoiKQdqQiFvLiv0.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-VsV9YKBSt6znHewbEayG.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-hMSqVJFDTNDX1IrDojTX.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-H9ppdhCuMXINbqvvyg7P.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-qttZY6GopJS3qz4fCbtI.jpg""]",Fully Furnished,"[""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-2NPXS
