Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
Detached 4 Bedroom Bungalow With (bq),Bungalow,"5 bedroom House for sale Carlton Gate, Estate Beside Kolapo Ishola Gra Akobo Ibadan Oyo selling for ₦220,000,000.",220000000,5,5,5,"Carlton Gate, Estate Beside Kolapo Ishola Gra Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-eUXC6SPXKCBrKkBAPuOr.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-8IWuNgrQHQfDIwrlryDD.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-ApZ8d587yBZ3DkpKznv5.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-0ZCBHJtqj302RbMAxXhM.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-SB4SF4uo912S43d4itAH.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-wk1apiraOWXBoUeZ4eX1.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-eAtuSmHezrmeZqBewhni.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-QMkfJjgN4AihluvWktgi.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-iQjxh1wyXUx5577u63cK.jpeg"", ""https://images.propertypro.ng/large/detached-4-bedroom-bungalow-with-bq-pO7lGj9ygYGCILTyXmwS.jpeg""]",Fully Furnished,"[""Big Compound"", ""All Room Ensuit"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-carlton-gate-estate-beside-kolapo-ishola-gra-akobo-ibadan-oyo-5PAYP
5bed Rooms Duplex With Pool In Isolo Ajao Estate,Duplex,"5 bedroom House for sale Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos selling for ₦300,000,000.",300000000,5,5,6,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Estate,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-b3MOrpCRNu5Ekop93m6N.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-IATC8wzMw6xZ0g2fgpYq.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-8KPqT33fUXSeeLPyyXTY.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-rfz5Kk769hV4dS6qmEPe.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-KVb9pioih45ylrAJLFfg.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-HKXaaqNyQvb2xccUTsJA.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-qi9yyXWElnPfwLKq6R0N.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-V7vYPNsyrX9zOnigXYkb.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-OzF5hH52IKkNfpLxGew6.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-K2O0CsLh49BP4nmmQfvn.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-LBTX0OlqINUWSJ5tZUtC.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-SNJcDQPviZqBKeMBJjg4.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-pCyl1NzUAZLZGU2gs46k.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-vhOcU8LnilUG154TeS1o.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-6iPqv79HhplIpVH4wMY9.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-jVRGB1nAiBdVNUkU1Ccm.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-DSpTN1OYJAc6afrhemmE.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-mXdnFYN2vffvQV5YPqOA.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-Go3VWnJAuknF7vZzUJNq.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-58rs587Tz2SHsGSiEfgW.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-MUgXb8E3ii58ro9fnXlC.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-wU6vOCYdnvk4WneF0Bfc.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-xkgFHfyNpIR99i20aTAX.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-79isitMGiWWzMiUR93ub.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-EfTLj71cEwKLnV1Jd6U8.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-hWk6avcvwHn4TwvW6jXr.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-5aObusB2xxpNfbbVog0w.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-Zj6kEMBx92IMnZbIDrNH.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-AOGQWJF0sqEvOHfpDpxI.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-7RBEONMJl8Xf6HNIlEVp.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-Dt4IfVrnpq4ql1Idg22M.jpg"", ""https://images.propertypro.ng/large/5bed-rooms-duplex-with-pool-in-isolo-ajao-estate-3edNu8618zf7eNzo2Fqr.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-ajao-estate-lagos-mainland-ajao-estate-isolo-lagos-2PBMD
Luxury 5 Bedroom Detached Duplex With Elevator Shaft,Detached Duplex,"5 bedroom House for sale Katampe Extension Katampe Abuja selling for ₦1,400,000,000.",1400000000,5,5,6,Katampe Extension Katampe Abuja,Katampe,Abuja,Nigeria,"[""https://images.propertypro.ng/large/1LCla-luxury-5-bedroom-detached-duplex-with-elevator-shaft-DWNhssd9DeYzIEHdPIgC.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-VJreUGEIYSpDkv1VTglY.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-Dc35k5Jcu8ATQw5ZLoV7.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-KeqIyjtt9UOmTTPJW0VP.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-LNhrzz2vLP1ibWsWdBaY.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-VwisE705au1BYfUqWMgP.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-Y76YTesdZTYNBvX7Yfsz.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-bjHpU3vocNkZbD2mugaI.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-AhoneTYijNx5wQSPklaU.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-xomXy2EOatWlrXwljHEu.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-CEKFtTmuXtM75eVxGjK5.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-9ZCAGezMduomwcnn3ZHI.jpg"", ""https://images.propertypro.ng/large/luxury-5-bedroom-detached-duplex-with-elevator-shaft-yfaMRRPKXRdBiWSoog1w.jpg""]",Fully Furnished,"[""All Room Ensuit"", ""Survey"", ""POP Ceiling"", ""C of O"", ""Boys Quater"", ""Elevator""]",https://propertypro.ng/property/5-bedroom-house-for-sale-katampe-extension-katampe-abuja-5PBAK
Furnished 4 Bedroom Terrace Duplex With Bq,Terrace Duplex,"4 bedroom House for sale Guzape Abuja selling for ₦450,000,000.",450000000,4,4,5,Guzape Abuja,Guzape,Abuja,Nigeria,"[""https://images.propertypro.ng/large/OGAou-furnished-4-bedroom-terrace-duplex-with-bq-wt7t9ARbEpfPH13jd6m9.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-4tyzFxTRryTyLSpkLja9.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-K5YbzyLKL0c4uEdQ4v2h.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-MfSSnsoEWv37MyGChfPG.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-2UrZSYCtLk5SR6C5nOQb.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-hGJBQI8AtvQf163ajf8P.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-zLiIG26nV64UxjFYgl2F.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-T0uizwFZSwlyzbZE51Ig.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-tkpFBkteFau1EJX7xBjP.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-DVuMajWgFknf0UHPNj1i.jpg"", ""https://images.propertypro.ng/large/furnished-4-bedroom-terrace-duplex-with-bq-Vma2ZfGVTadZje6Jg9fH.jpg""]",Fully Furnished,"[""Big Compound"", ""24 Hours Security"", ""Survey"", ""All Room Ensuit"", ""24 hours Electricity"", ""Drainage System"", ""POP Ceiling"", ""CCTV Cameras"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-guzape-abuja-6PBKF
Modern 3 Bedroom Bungalow With Bq,Bungalow,"3 bedroom House for sale Tomiwa Awe Avenue, Alegongo, Akobo Akobo Ibadan Oyo selling for ₦50,000,000.",50000000,3,3,0,"Tomiwa Awe Avenue, Alegongo, Akobo Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/modern-3-bedroom-bungalow-with-bq-OlIOo1KPXqo8wK3ScE8T.jpeg"", ""https://images.propertypro.ng/large/modern-3-bedroom-bungalow-with-bq-lodnVUaQo4mZALnmoz28.jpeg"", ""https://images.propertypro.ng/large/modern-3-bedroom-bungalow-with-bq-a4L2UpQc2cCACDiSih6B.jpeg"", ""https://images.propertypro.ng/large/modern-3-bedroom-bungalow-with-bq-8Z345UAFNIBq1XPl3rM4.jpeg"", ""https://images.propertypro.ng/large/modern-3-bedroom-bungalow-with-bq-nnnFqEWVaK41oQZ7wBOZ.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/3-bedroom-house-for-sale-tomiwa-awe-avenue-alegongo-akobo-akobo-ibadan-oyo-1PCFF
4 Bedroom Terraced Duplex With Bq,Duplex,"5 bedroom House for sale Spar Market Life Camp Abuja selling for ₦150,000,000.",150000000,5,5,6,Spar Market Life Camp Abuja,Camp,Abuja,Nigeria,"[""https://images.propertypro.ng/large/4bedroom-terraced-duplexbq-RBRqeJv2fsMj5KX8Exsd.jpg"", ""https://images.propertypro.ng/large/4bedroom-terraced-duplexbq-aCbUBnuf0LVnMx49rQ59.jpg""]",Fully Furnished,"[""Street Lights"", ""Big Compound"", ""24 Hours Security"", ""Restaurants Nearby"", ""All Room Ensuit"", ""Survey"", ""CCTV Cameras"", ""Church Nearby"", ""Parking Space"", ""C of O"", ""Security"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-spar-market-life-camp-abuja-5NRMM
4 Bedroom Duplex,Duplex,"4 bedroom House for sale Carlton Gate Estate Akobo Ibadan Oyo selling for ₦270,000,000.",270000000,4,0,0,Carlton Gate Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-duplex-gwPNV74c6MpboVB8n8iu.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-F295s2tssafu70hdBX2c.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-qlv0WCHp3nAmpG9ri6wS.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-WtldAz9vdu0tIqoasC93.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-wdwQQsAkulpqE3jVoseK.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-qVoNIrUUR4t4maB6nbf1.jpg""]",Fully Furnished,"[""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-9NPXP
5 Bedroom Maisonette,Other,"5 bedroom House for sale Right Hand Side Lekki Phase 1 Lekki Lagos selling for ₦500,000,000.",500000000,5,5,6,Right Hand Side Lekki Phase 1 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-maisonette-nxR8AgJfqm14ebvcvqkD.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-JGSf8QuLjaKSCkmuMpu7.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-opRGZqovruoUkU9Z2gHt.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-qCDNhEnUitVnMMjtgoeW.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-YyTkgUK44ULxYFYeSRcS.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-NT6NP2E0WnXsLtDUKcOn.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-3Mf7KLLYV0mHek9sB14x.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-jfos7BBElfoNiin7UUq2.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-blLjrqdLgHtdGo8kzVUx.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-cjwhEKquBQ055opzPBbt.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-ng4yTZpkImjHgDkZTZ7Z.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-04ECroqSmDgL6eUsuIvB.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-7oEuLlzkF4AAJJECQEXx.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-NmmMsnLsPsaQfsTyRq1j.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-3AzZ8SowwZInhaUZDRUq.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-MAcYF8OHWgbwmkgAuoKT.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-AuRwlitkDbXV34tk6Ml9.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-zocIAgdPp9YSTShqSisq.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-96LwHzC3I7z8QxBqOjXp.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-uIkLs2vajJ3zHFufAaWo.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-NubHzFFoYEoNdJdfxJgi.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-R4gSKeR2tYczs4OwmUKM.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-9R5r7HA3gzNiPbZDplEs.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-OZtqhXa3vwkgS8KbSdEO.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-lQsuGojm2E7teG5bceRH.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-ysWq6bWLoE1243aIiVlw.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-bFGJAQQIYe08VBYI8fvn.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-EQpilxy2d2OSl8z4R2QZ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-ll2j4vN7tBZi32t4UAeF.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-lPWfRhhFmDTYX4xhLQ8P.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-EO30kwn5nV6jqLmljNWL.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-72PyhQ7JEPkzLdtdO6LN.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-yEQFfiTpH83qUQ5NPk93.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-fGlkhKg80mbsuASbTZ0A.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-bd98NBhpIbnivYKrNcri.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-kvPP9TptJDkcbZONGPvJ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-8Otk0VZwmsYStaV8Ihux.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-AbhVXCCi8NrkCqht0bfD.jpg"", ""https://images.propertypro.ng/large/5-bedroom-maisonette-qNXhPiWLMshZTlIlivXd.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-right-hand-side-lekki-phase-1-lekki-lagos-9NXWA
5 Bedroom Bungalow,Bungalow,"5 bedroom House for sale Ayegoro Estate, Akobo Ibadan Oyo selling for ₦145,000,000.",145000000,5,6,6,"Ayegoro Estate, Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-bungalow-N2v7bIzxPO7ie6phi6jx.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-VawefdsDYulqoFUE7yUA.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-K8FHR8NFtekKKLuFGjHD.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-4Mk3HKNF0MkdQaNG21NH.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-yA3LdVocGyrnzojA9K8e.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-FestQbljieX7WobKL1ix.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ayegoro-estate-akobo-ibadan-oyo-9NPVS
5 Bedroom Bungalow,Bungalow,"5 bedroom House for sale Ayegoro Estate, Akobo Ibadan Oyo selling for ₦145,000,000.",145000000,5,6,6,"Ayegoro Estate, Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-bungalow-Par6fdDPSbVL08FdwqGU.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-AEWBUETxg6Xq84ETS5T9.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-eahIwk0DUE2pXliCX3ry.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-9xKQKfX5NIoPkebMDLTe.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-WFNxKEEdT9hvHkhLOhNB.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-DwfUYyU6H5gpDOe7llAX.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ayegoro-estate-akobo-ibadan-oyo-4NPVV
4 Bedroom Duplex,Duplex,"4 bedroom House for sale Carlton Gate Estate Akobo Ibadan Oyo selling for ₦270,000,000.",270000000,4,0,0,Carlton Gate Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-duplex-6ypBaxmbyirr2ceNH1Zt.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-vbtrWZaj6pycmyY9Lgh0.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-uXoXTC4NSTFHFsafbTWC.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-GNtvtlpGxJLdpMw4fwQu.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-ieGQkoA7IXHZG6I9REZW.jpg"", ""https://images.propertypro.ng/large/4-bedroom-duplex-PvsfnRl5lMnjCbvCWpfN.jpg""]",Fully Furnished,"[""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-5NPXR
4 Bedroom Detached Duplex,Detached Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦200,000,000.",200000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-detached-duplex-4LnG9adpfpTaHIDUYdaQ.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-cVGVR617Bl1VrD8Baacx.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-waQP5MPZmfzkzUBTo7Dk.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-Bn6dzTT0z8dlRSkqX3Pw.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-IRaelIp9lUFdD2hue7fQ.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-RIAaKViiDZDnars7EPVE.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-4NPXW
Contemporary Five Bedroom Detached House With Pool,Detached House,"5 bedroom House for sale Ikota By Mega Chicken Lekki Ikota Lekki Lagos selling for ₦420,000,000.",420000000,5,5,6,Ikota By Mega Chicken Lekki Ikota Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-PewNcFBcCBzDLqVj9EOv.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-ck7p6rap320F5bwoWwwp.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-DGTwjjvrIHlyGEHVFZmt.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-9bQcpCKbsLkEK64IMc0C.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-KM2u9yn4TbWsxWJg6DTk.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-8pc1in1qyTFChXYSi5c8.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-dj1YdoTn1t9eKJzytOsI.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-0OvSyuE92wfxpgkPhJcZ.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-RqK2QABRTZq128Wm43VM.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-tYu2KLIvvlLTtrtGvIBG.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-mDAWq1PEJc9EQtjXFECZ.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-Ukg16cy3OagDP1PNAg3N.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-BG19dhTd22uDv4HGGazA.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-KwZcKj7bUhrUt1sGBAvH.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-e8BlHQwTiJnkGof3qrXO.jpeg"", ""https://images.propertypro.ng/large/contemporary-five-bedroom-detached-house-with-pool-nvACDLhG2DLUsaydWJhj.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-by-mega-chicken-lekki-ikota-lekki-lagos-7PBUD
Luxury 4 Bedroom Terrace Duplex With Bq,Terrace Duplex,"4 bedroom House for sale By Coza Church Guzape Abuja selling for ₦400,000,000.",400000000,4,4,5,By Coza Church Guzape Abuja,Guzape,Abuja,Nigeria,"[""https://images.propertypro.ng/large/4727p-luxury-4-bedroom-terrace-duplex-with-bq-T8uFdXmNBR47v4f2y3Wq.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-DBjFf6VtjnOV2F418zhW.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-7GJWongxdjAkaelQyAuy.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-QyCfsyzciwKBfo8CqddZ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-egHAJTuSVbEzzIdwyZzO.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-cxLv22n2xIwjB2wsNqWH.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-xk0BtjFxxez9YLZU6c5M.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-tuDuEcMjmr0d1Mg6FXRg.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-tOmaPs6QXc3nTT7lW0Ri.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-bFmHGjPT1PrGqGoLPawO.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-kpPHUeehWcTQyC1db6tf.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-bq-0uzK2spfBBnXBRpGUzXJ.jpg""]",Fully Furnished,"[""24 Hours Security"", ""Survey"", ""24 hours Electricity"", ""All Room Ensuit"", ""POP Ceiling"", ""Supermarket Nearby"", ""Parking Space"", ""Water Treatment"", ""C of O"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/4-bedroom-house-for-sale-by-coza-church-guzape-abuja-6PBNZ
Newly Built 4 Bedroom Semi Detached Duplex,Detached Duplex,"4 bedroom House for sale Orchid Lekki Lagos selling for ₦300,000,000.",300000000,4,4,5,Orchid Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/newly-built-4-bedroom-semi-detached-duplex-lesX4FzHXe3qMiJLegpl.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-7PAPY
