Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
Semifinished 4 Bedroom Terraced Duplexes With Bq,Duplex,"4 bedroom House for sale Jahi Life Camp Abuja selling for ₦335,000,000.",335000000,4,4,6,Jahi Life Camp Abuja,Camp,Abuja,Nigeria,"[""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-xQ9kVSFlGHkofXr7t1rM.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-8eXd1WdxWZLPMjl8eMsG.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-jcPGYAsY31zzOFjH311m.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-rE2XCWm5eTa0A0cyEWix.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-Y2xuDzHxQgwSrRDim1pe.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-PtRFTqeJisENnVeDTvZV.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-66JtVOyqFJZvsD48O5ae.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-z3C8s1k7f4JhQoj5ZC2s.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-OgyY5kSMf32rMSxGAnfx.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-terraced-duplexes-with-bq-gHGa63jbM36h8oSEtooi.jpeg"", ""https://images.propertypro.ng/large/XbVfB-semifinished-4-bedroom-terraced-duplexes-with-bq-BpKHusnVLjAoxFj9hXvP.jpeg""]",Fully Furnished,"[""Big Compound"", ""All Room Ensuit"", ""24 hours Electricity"", ""Drainage System"", ""POP Ceiling"", ""Parking Space"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/4-bedroom-house-for-sale-jahi-life-camp-abuja-2PBEQ
5bed Detached+bq,Other,"5 bedroom House for sale Magodo GRA Phase 2 Kosofe/Ikosi Lagos selling for ₦580,000,000.",580000000,5,6,6,Magodo Gra Phase 2 Kosofe/ikosi Lagos,Kosofe/ikosi,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5bed-detachedbq-NgP7XG8NKsAlEjq4qnPe.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-aGwwL2GmVrBx0kqZWGPi.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-wRbzYHPMaJSLBl6uBkWl.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-0wdLA1ZmHyJbPfCiWXcg.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-Afce7hrFpt8gmuJ0ni9C.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-p6ak3YCdtbS2eYXhzTF1.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-Fvfly64QIYOvZ4zDG3uu.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-dgyMqWJsh8Pt08SYf84Q.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-EBKEyAo9fz8gik5i61g1.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-sqxzds07DXP6uWoNJj7F.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-JEtgXDLiuBQ10DU1UfNY.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-H69vu99YL0XF0mM9KKKE.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-VlV275G4gAvbekuGQP0p.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-DiYTBdRtkfZF7jbYLVXq.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-u6eyqbqxPw3vTQHRbvZA.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-vEbdvYzCnu7MUyaDoKPX.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-FBWEhkyCEOvIWc6UXa61.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-dQCPRLKtmKSrflPabR8V.jpg"", ""https://images.propertypro.ng/large/5bed-detachedbq-jbJNygyQA68MyGX5bFyT.jpg""]",Fully Furnished,"[""Street Lights"", ""24 Hours Security"", ""All Room Ensuit"", ""CCTV Cameras"", ""Drainage System"", ""Jacuzzi"", ""POP Ceiling"", ""Parking Space"", ""Water Treatment"", ""C of O"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/5-bedroom-house-for-sale-magodo-gra-phase-2-kosofe-ikosi-lagos-5NZLP
4 Bedroom Maisonette,Other,"4 bedroom House for sale  Mojisola Onikoyi Estate Ikoyi Lagos selling for ₦1,700,000,000.",1700000000,4,4,5,Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Lagos,Nigeria,"[""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-yNS1RRByEuKsuMc6vAjP.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-nx8f3HTbPXbkMpHbeOZJ.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-8GkI23ovGgeJiwwVZiPc.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-GQD5A9w9KlnEyjJWNG9q.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-UckNJFaNjDAnWgFtPFnf.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-HGw3JMVfdZeCmaoeMWtJ.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-TQkkwUqisXivlt77utnF.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-LR63CMbtMvgM1uhIjYyT.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-BYMRpcnMLZCWb2g0hoH5.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-5BX88TrTaT6C4WNfXos1.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-OMwEVyMnti6L8LvxohdL.jpeg"", ""https://images.propertypro.ng/large/well-built-four-bedroom-massionte-house-amp-pent-floor-ImBvI105faWK9aeoCpyC.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-mojisola-onikoyi-estate-ikoyi-lagos-9NYWT
4 Bedroom Detached Duplex,Detached Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦200,000,000.",200000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-detached-duplex-JFlAF0UnNp5uBG1soVsN.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-43H4DFkT9zGlb4FEjy3Z.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-QoSqygcLWpYQbWHmNSba.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-VqKc6aNgMQkTPaydH3nY.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-BzfmBEcr2LS38sva1iTq.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-ykDRQZq6SfSDEEuSMGln.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-5NPXV
4 Bedroom Flat,Flat,"4 bedroom House for sale Wuse 1 Abuja selling for ₦360,000,000.",360000000,4,4,5,Wuse 1 Abuja,1,Abuja,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-GX3Xd4c3b1g7vlU3tQMm.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-TM8Vd0KEMQ2fk8exTee9.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-eEXcwk7jMyuPlwridJz3.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-2OtZlGqFXUbkhjEVNfbJ.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-U7PwM8dmpIcHmYcamtI3.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-Xs4ibcM8oqdLfWN0E1vR.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-K0AbaaO6i4XxOkZoDksQ.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-rstDs3Gv4kOEQXNnGBSV.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-JpraHyVLxYE0laCdS1HG.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-amp1bq-terrace-for-sale-at-wuse-zone-4-nnNCzC4fq62xJvDa0oKJ.jpeg""]",Fully Furnished,"[""Street Lights"", ""Boys Quater"", ""24 Hours Security"", ""Big Compound"", ""Governor's Consent"", ""Restaurants Nearby"", ""All Room Ensuit"", ""Drainage System"", ""Church Nearby"", ""Office Supplies"", ""Water Treatment"", ""Parking Space"", ""POP Ceiling"", ""Free Coffee"", ""Supermarket Nearby"", ""C of O"", ""Security"", ""Mosques Nearby"", ""Security doors"", ""Fast Internet""]",https://propertypro.ng/property/4-bedroom-house-for-sale-wuse-1-abuja-4NUTE
5 Bedroom Semi Detached Duplex + Bq,Detached Duplex,"5 bedroom House for sale Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos selling for ₦210,000,000.",210000000,5,0,0,"Lekki Palms City Estate, Off Lekki Epe Express Way Ado Road Ajah Lagos",Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-uG1CoUcpqZLP2JJt1LEQ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-6sikVaRMxchWAc2NVAUB.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-WFktPREWgaRjFcaExXED.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-8Dfxff4kTWJ4y5iQM3a4.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-WqbYHZGtG6HSsguU9UUK.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-8oCZzHHZ01owpkvcQd6R.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-QxKwMOQI4PBBhv45RNe0.jpg"", ""https://images.propertypro.ng/large/5-bedroom-semi-detached-duplex-bq-Z5rcI7DjcLLzv6umtX5R.jpg""]",Fully Furnished,"[""Swimming Pool"", ""Governor's Consent"", ""POP Ceiling"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-palms-city-estate-off-lekki-epe-express-way-ado-road-ajah-lagos-3NWAU
4 Bedroom Detached Duplex,Detached Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦200,000,000.",200000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-detached-duplex-3YAXt3jEKodMBHK1h0Zv.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-2HHOzf4iudE1uRC6EkSY.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-11V00O56ZMcgP5zz54r3.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-20RuVNBmuCsCOjjpTT2p.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-9jb0MWsClQ7hPWNgfqB6.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-0jNlg4HbtJKARMxcEaLW.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-1NPXV
3 Bedroom Semi Detached Duplex,Detached Duplex,"3 bedroom House for sale Ikota Lekki Lagos selling for ₦130,000,000.",130000000,3,3,4,Ikota Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-4JNtqJaWYievy06XBiEK.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-CdZjouHKn5L2XMYaUSeO.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-OLKkMEOWcTvcle3JmLq7.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-aZQrFtyhDO6IkUUkeA9n.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-bGo6Ig2i4vUUA7PsA8ID.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-5vPpLoifQFagVD1gF6WR.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-YocJMNOny7tC7vxQEPjg.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-4DTJabcqTHjMy2Riz5Oj.jpg"", ""https://images.propertypro.ng/large/3-bedroom-semi-detached-duplex-lqIa9vfvAodIjeEKmAy5.jpg""]",Fully Furnished,[],https://propertypro.ng/property/3-bedroom-house-for-sale-ikota-lekki-lagos-9NXFN
Semi Finished Premium 6 Bedroom Detached Duplex,Detached Duplex,"6 bedroom House for sale Before H Medix Life Camp Abuja selling for ₦700,000,009.",700000009,6,6,7,Before H Medix Life Camp Abuja,Camp,Abuja,Nigeria,"[""https://images.propertypro.ng/large/JpVfo-semifinished-premium-6-bedroom-detached-duplexes-UotbW5bwnlUT3TKEsFss.jpeg"", ""https://images.propertypro.ng/large/uNCaP-semifinished-premium-6-bedroom-detached-duplexes-rXxlN9vmSGtMilcUUGGt.jpeg"", ""https://images.propertypro.ng/large/7f9Uq-semifinished-premium-6-bedroom-detached-duplexes-7wyK4N2dG2M5bIwlTnz5.jpeg"", ""https://images.propertypro.ng/large/PSGh0-semifinished-premium-6-bedroom-detached-duplexes-1pXjyrq5S5BAf2e1xvR1.jpeg"", ""https://images.propertypro.ng/large/8jiYH-semifinished-premium-6-bedroom-detached-duplexes-cbfqnYSrklXGcf6aRhwf.jpeg"", ""https://images.propertypro.ng/large/GK4H8-semifinished-premium-6-bedroom-detached-duplexes-ifyEm6L17UVsnmeYf8xT.jpeg"", ""https://images.propertypro.ng/large/xXWDB-semifinished-premium-6-bedroom-detached-duplexes-JNq05aWzaYN0IiS0bNie.jpeg"", ""https://images.propertypro.ng/large/Q6AcI-semifinished-premium-6-bedroom-detached-duplexes-Xv3jMcn4eTt7prnz7HZ8.jpeg"", ""https://images.propertypro.ng/large/N3lJr-semifinished-premium-6-bedroom-detached-duplexes-djszZYyHIMnrG3mH24mt.jpeg"", ""https://images.propertypro.ng/large/semifinished-premium-6-bedroom-detached-duplexes-7H22Kdn9y7MwAurgrck3.jpeg"", ""https://images.propertypro.ng/large/HOkPQ-semifinished-premium-6-bedroom-detached-duplexes-2rrQFjrdOqWjpfTMnWD9.jpeg"", ""https://images.propertypro.ng/large/vh7bR-semifinished-premium-6-bedroom-detached-duplexes-nggldina65Nd9YWChbwL.jpeg"", ""https://images.propertypro.ng/large/EPfyr-semifinished-premium-6-bedroom-detached-duplexes-iVOhbPvoYMADh8B1G3Sm.jpeg"", ""https://images.propertypro.ng/large/Ms05h-semifinished-premium-6-bedroom-detached-duplexes-QfFHGIIXbQ8DcKEmpX6f.jpeg"", ""https://images.propertypro.ng/large/kNjkg-semifinished-premium-6-bedroom-detached-duplexes-dYue44LsTJ9s2ViBZ3Up.jpeg"", ""https://images.propertypro.ng/large/lcseQ-semifinished-premium-6-bedroom-detached-duplexes-IVFQ2YjZ1dnz0H6uh9kn.jpeg"", ""https://images.propertypro.ng/large/R0u1H-semifinished-premium-6-bedroom-detached-duplexes-maBPqpWCDLdKDcpdXEMr.jpeg""]",Fully Furnished,"[""24 hours Electricity"", ""Drainage System"", ""Boys Quater""]",https://propertypro.ng/property/6-bedroom-house-for-sale-before-h-medix-life-camp-abuja-6PBEU
4 Bedroom Terrace Duplex,Terrace Duplex,"4 bedroom House for sale Katampe Extension Katampe Abuja selling for ₦250,000,000.",250000000,4,4,5,Katampe Extension Katampe Abuja,Katampe,Abuja,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-399a3bIf91qAmm0l42XV.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-2BiKGrndY17PPivtqqt0.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-KSpAqY9pDpfqy6jnRbFK.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-eIkr63nOh0VLDilCH45b.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-Z32s9REWbdtwflp8lpoO.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-dzNKZdmb6nL69nBBIOVE.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-0N19Zqupp5XMLmh9vcjc.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-74uGxhaF9wZpweO0MD6M.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-0x7HIpseTwGC3vD57qk5.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-b0j2Lyz9iILbH18FXcbW.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-BkC3hK94OUNJ2N5H09CS.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-g2GWrySIccb9x1eUhQjo.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-for-sale-katampe-extension-ItE1LyMiAMBH7uYk59Bd.jpeg""]",Fully Furnished,"[""Street Lights"", ""24 Hours Security"", ""Big Compound"", ""Restaurants Nearby"", ""All Room Ensuit"", ""24 hours Electricity"", ""Drainage System"", ""Church Nearby"", ""Parking Space"", ""Supermarket Nearby"", ""C of O"", ""Security"", ""Mosques Nearby"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/4-bedroom-house-for-sale-katampe-extension-katampe-abuja-2NWDC
4 Bedroom Terraced Duplex,Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦150,000,000.",150000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terraced-duplex-ojb5rcCZPiCQTYY2ZL3f.jpg""]",Fully Furnished,"[""Big Compound"", ""24 Hours Security"", ""Children Play Ground"", ""Parking Space""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-9NQKB
5 Bedroom Bungalow,Bungalow,"5 bedroom House for sale Ayegoro Estate Akobo Ibadan Oyo selling for ₦145,000,000.",145000000,5,6,6,Ayegoro Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-bungalow-vQBlJnixhqRJWdoUv0t2.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-6KWDsgsCxaYxVlkaUfIk.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-uifmqSNsJT0QLL9umwjI.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-z1iDD57YHU2h5meiVB1W.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-AWl91XtwauPSRPOdEccg.jpg"", ""https://images.propertypro.ng/large/5-bedroom-bungalow-g4YhASN1S4TNoyqVCDmO.jpg""]",Fully Furnished,"[""Big Compound"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-ayegoro-estate-akobo-ibadan-oyo-4NPVT
Five Bedroom Fully Detached Duplex,Detached Duplex,"5 bedroom House for sale Lekki Phase 1 Lekki Lagos selling for ₦620,000,000.",620000000,5,5,6,Lekki Phase 1 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-7sY592Fz6MX6N5iv49it.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-HWJPwQTiQyHS26weVNmj.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-XlFZ8QW3Xh7xPvGz9DFA.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-H1nMLP1nE0NSp2xrqnu1.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-qR0xrCUpNsACRJKi9Mdv.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-0y8jJ0CoCjQTVxuZ2zaA.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-skoCTdCMtBuyXpWpYkcM.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-cWWqN7D7InkUnLr2G7mD.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-27xWJXTKDcdyJfhdhePk.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-NVtjP10LG9LKeL3FDIWm.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-xdN0kdLWCahTGsvJoCcZ.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-X1F0wdroiB65wwQHNLFw.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-INJP9DOZkYjGUDRVtrhf.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-vLQftYXOn8resR8YsRRU.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-w5b3oAaiqpo3FtNTvmzW.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-BzuxHbn3hqjpUuaJPZy2.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-HYfxKwiUHimK2B2FaPly.jpg"", ""https://images.propertypro.ng/large/five-bedroom-fully-detached-duplex-zAgPNdp1AYVOqPc9GJI5.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4PASV
4 Bedroom Terrace Duplex,Terrace Duplex,"4 bedroom House for sale Old Ikoyi Ikoyi Lagos selling for ₦1,200,000,000.",1200000000,4,4,5,Old Ikoyi Ikoyi Lagos,Ikoyi,Lagos,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-3nZ6iLTxM94aXGmsXqOZ.png"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-tgl1tSskvCi4L6yMWbWJ.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-H3t2ugY3fiUI6tKEo2sy.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-ouquM1ffFY4VFC0OGFdG.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-uhNjWgMmr63U666EU8G8.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-Y7T2HgSCfYtGB9FlRbZz.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-V6rcjLqA4JWWSvRDo6oW.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-6qByQn8XsLIFa4osoUxV.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-8jiyjBuLmdRqwXRIyihj.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-VIvxo6KJsBKTqZDPhS6K.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-EPDLWcEOQWfY7DgRQJLW.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-0H7Q9clIKIjb6KObt7u3.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-VE5KzMhVAkiLIHrhCpQw.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-CUzezWK7aCA20xUVJ9YG.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-TDICoLtCj7EGbBFNDwbb.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-qfDOOuZ5sizXYrzVIOyt.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-eNRDhrgLPuiZd6HrkhUi.jpeg"", ""https://images.propertypro.ng/large/4-bedroom-terrace-duplex-old-ikoyi-2t8NsC22BeBy7bPjQgZz.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-5NWGF
